 LINE ID,naics2002,2002 NAICS US TITLE,isic,ISIC 3.1 TITLE,NOTES
1976,621498,All Other Outpatient Care Centers,8519,Other human health activities,nonmedical treatment facilities biofeedback centers and sleep disorder centers
1977,621511,Medical Laboratories,8519,Other human health activities,medical labs
1978,621512,Diagnostic Imaging Centers,8512,Medical and dental practice activities,"X-ray, MRI, CAT/CT scan, Ultrasound, and other medical imaging centers with medical doctors"
1979,621512,Diagnostic Imaging Centers,8519,Other human health activities,"X-ray, MRI, CAT/CT scan, Ultrasound, and other medical imaging centers without medical doctors"
1980,621610,Home Health Care Services,8519,Other human health activities,skilled nursing services provided in the home
1981,621910,Ambulance Services,8519,Other human health activities,"ambulance services, including by air"
1982,621991,Blood and Organ Banks,8519,Other human health activities,blood and organ banks
1983,621999,All Other Miscellaneous Ambulatory Health Care Services,8519,Other human health activities,"miscellaneous services, such as hearing testing, pacemaker monitoring, smoking cessation programs, health screening (not performed by physicians)"
1984,622110,General Medical and Surgical Hospitals,8511,Hospital activities,general medical and surgical hospitals
1985,622210,Psychiatric and Substance Abuse Hospitals,8511,Hospital activities,psychiatric and substance abuse hospitals
1986,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,8511,Hospital activities,"specialty hospitals, such as children's, cancer, maternity, leprosy hospitals"
1987,623110,Nursing Care Facilities,8519,Other human health activities,inpatient nursing care provided by a core staff of practical or licensed nurses
1988,623210,Residential Mental Retardation Facilities,8511,Hospital activities,mental retardation hospitals 
1989,623210,Residential Mental Retardation Facilities,8519,Other human health activities,mental retardation facilities (except hospitals)
1990,623210,Residential Mental Retardation Facilities,8531,Social work activities with accommodation,mental retardation facilities also providing a range of day-to-day activities
1991,623220,Residential Mental Health and Substance Abuse Facilities,8531,Social work activities with accommodation,mental health and substance abuse facilities (except hospitals)
1992,623311,Continuing Care Retirement Communities,8519,Other human health activities,including assisted-living facilities with on-site nursing care
1993,623312,Homes for the Elderly,8531,Social work activities with accommodation,homes for the elderly providing personal care services with no or incidental health care
1994,623990,Other Residential Care Facilities,8531,Social work activities with accommodation,"child group foster homes, halfway houses, homes for delinquents and unwed mothers, orphanages, disciplinary camps and houses for delinquents and ex-offenders"
1995,624110,Child and Youth Services,8532,Social work activities without accommodation,"child welfare services, including adoption and foster care programs"
1996,624120,Services for the Elderly and Persons with Disabilities,8532,Social work activities without accommodation,social services for the elderly and persons with disabilities
1998,624190,Other Individual and Family Services,8532,Social work activities without accommodation,"other social services, such as nonmedical marriage counseling, suicide crisis centers, private probation services, crisis intervention centers, hotline services, drug and alcohol dependence self-help organizations (such as AA), and similar"
1999,624210,Community Food Services,8532,Social work activities without accommodation,"community food services, such as soup kitchens"
2000,624221,Temporary Shelters,8532,Social work activities without accommodation,"temporary shelters for victims of violence, abuse, families in medical crisis, runaways, and similar. This does not include disaster shelters."
2001,624229,Other Community Housing Services,8532,Social work activities without accommodation,volunteer housing building and repair organizations 
2002,624230,Emergency and Other Relief Services,7521,Foreign affairs,international disaster or conflict refugee services
2003,624230,Emergency and Other Relief Services,8532,Social work activities without accommodation,"shelter, food, and other relief for victims of natural disasters or displaced by conflicts (wars)"
2004,624310,Vocational Rehabilitation Services,8532,Social work activities without accommodation,"vocational rehab services for underemployed, job market disadvantaged, handicapped, and others, including sheltered workshops"
2005,624410,Child Day Care Services,8532,Social work activities without accommodation,child day care services
2006,711110,Theater Companies and Dinner Theaters,9214,"Dramatic arts, music and other arts activities","theater companies, comedy troupes, opera companies, live theatrical production"
2007,711110,Theater Companies and Dinner Theaters,9219,Other entertainment activities n.e.c.,puppet shows and puppet theaters
2008,711120,Dance Companies,9214,"Dramatic arts, music and other arts activities","dance companies, groups, and ballets"
2009,711130,Musical Groups and Artists,9214,"Dramatic arts, music and other arts activities",musicians and musical groups
2010,711190,Other Performing Arts Companies,9214,"Dramatic arts, music and other arts activities","other performing arts companies, such as magic shows, ice skating shows, and similar"
